g_abs,bp_rp,dist,ra,dec,radius_val,teff_val
7.496439046652547,0.4625454,3143.796594777053,56.73423388278368,24.078513093202737,,
5.750892276214692,1.2277279,1980.6073992431568,56.786218654645765,24.050691003074096,,
8.727490853073046,1.0938835,928.7333379304655,56.775812320248946,24.07634766452817,,
6.4206210624779345,0.91220284,2460.861216200502,56.71222836667259,24.05230447248044,,
11.173258680273886,0.3112812,644.0140201809098,56.70635741216563,24.140921878146102,,
10.453824555985586,0.29828262,864.4422883441459,56.674578503808014,24.15763311766024,,
5.778491751173732,1.0187569,2120.2890931774427,56.75813911480966,24.14539274407376,,
7.5557097471389945,0.58693504,3384.3095589096865,56.75615178913603,24.119112926172495,,
9.566606670048875,0.6820164,834.4949091928797,56.764508866404086,24.125735626560797,,
4.667411972722096,1.0398617,3865.701891816873,56.70855161763332,24.10599523113492,,
1.568176464958313,0.87158203,8843.984778295962,56.74983771214124,24.06570118812239,,5541.315
10.405109241753989,1.3111706,838.5237204269118,56.67396915552903,24.11359581362458,,
9.483436894899612,1.0323486,1581.6137513552203,56.71934249414753,24.14882629836124,,
9.027840584435877,0.9630623,957.9989191665746,56.750413599996506,24.070484558480278,,
3.8728123642960774,1.2641926,10922.087347969762,56.67280823185903,24.07526490012411,,
7.877080950680526,0.48727608,2548.021408114043,56.69227506567186,24.128327531707612,,
14.172182484867442,0.36729813,188.82937721009344,56.66807829545215,24.10213537945148,,
5.425349648560545,0.9878254,4351.024142008588,56.700106519415044,24.100579599631423,,
6.711109333737731,0.5613289,2927.030152945109,56.70268193931833,24.123490872859232,,
9.664001431393524,1.4423542,905.8948610344902,56.744010162956464,24.153696308827087,,
6.7649644453962345,0.7315502,1811.1679537407128,56.741649974286226,24.104447473678775,,
6.13750118968137,0.17689896,5775.872199140228,56.759968155561275,24.103764546202957,,
10.147707215304184,0.5798588,1234.2229437642718,56.683323639257374,24.119944645840622,,
12.660075621039137,0.093509674,347.91924469695647,56.70944271496747,24.087465461604815,,
10.12020462220401,0.13453674,1100.4114074281597,56.72623382002765,24.103770086234935,,
4.297626394730813,0.70630646,10479.900325464774,56.69262732839092,24.089413266193098,,
9.436841511377903,1.6064606,944.0594149181206,56.689372952032706,24.093122174088048,,
4.602467024328622,0.99349594,5206.846460691194,56.77017767820024,24.088064613769134,,
